Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr2,+,225004682,225004683,79,Random887,blood,1139,40.0
chr2,-,225004683,225004684,93,Random887,blood,1139,40.0
chr2,+,225004848,225004849,35,Random887,blood,1139,40.0
chr2,-,225004849,225004850,48,Random887,blood,1139,40.0
chr2,+,241490665,241490666,80,Random599,blood,322,60.0
chr2,-,241490666,241490667,100,Random599,blood,322,60.0
chr2,+,241490818,241490819,100,Random599,blood,322,60.0
chr2,-,241490819,241490820,36,Random599,blood,322,60.0
chr2,+,241490909,241490910,100,Random599,blood,322,60.0
chr2,-,241490910,241490911,100,Random599,blood,322,60.0
chr2,+,241490923,241490924,0,Random599,blood,322,60.0
chr2,-,241490924,241490925,91,Random599,blood,322,60.0
chr20,+,211612,211613,12,Random301,blood,1358,40.0
chr20,-,211613,211614,3,Random301,blood,1358,40.0
chr20,+,211858,211859,0,Random301,blood,1358,40.0
chr20,-,211859,211860,9,Random301,blood,1358,40.0
chr20,+,212073,212074,54,Random301,blood,1358,40.0
chr20,-,212074,212075,36,Random301,blood,1358,40.0
chr20,+,212301,212302,0,Random301,blood,1358,40.0
chr20,-,212302,212303,2,Random301,blood,1358,40.0
chr20,+,212857,212858,25,Random301,blood,1358,40.0
chr20,-,212858,212859,5,Random301,blood,1358,40.0
chr20,+,5380973,5380974,100,Random797,blood,1318,40.0
chr20,-,5380974,5380975,93,Random797,blood,1318,40.0
chr20,+,5381126,5381127,100,Random797,blood,1318,40.0
chr20,-,5381127,5381128,100,Random797,blood,1318,40.0
chr20,+,5381149,5381150,63,Random797,blood,1318,40.0
chr20,-,5381150,5381151,100,Random797,blood,1318,40.0
chr20,+,5381239,5381240,43,Random797,blood,1318,40.0
chr20,-,5381240,5381241,50,Random797,blood,1318,40.0
chr20,+,5381247,5381248,50,Random797,blood,1318,40.0
chr20,-,5381248,5381249,50,Random797,blood,1318,40.0
chr20,+,5381291,5381292,59,Random797,blood,1318,40.0
chr20,-,5381292,5381293,25,Random797,blood,1318,40.0
chr20,+,5381306,5381307,94,Random797,blood,1318,40.0
chr20,-,5381307,5381308,100,Random797,blood,1318,40.0
chr20,+,5381647,5381648,80,Random797,blood,1318,40.0
chr20,-,5381648,5381649,100,Random797,blood,1318,40.0
chr20,+,5381674,5381675,88,Random797,blood,1318,40.0
chr20,-,5381675,5381676,86,Random797,blood,1318,40.0
chr20,+,5381697,5381698,75,Random797,blood,1318,40.0
chr20,-,5381698,5381699,100,Random797,blood,1318,40.0
chr20,+,5381724,5381725,100,Random797,blood,1318,40.0
chr20,-,5381725,5381726,91,Random797,blood,1318,40.0
chr20,+,5381747,5381748,43,Random797,blood,1318,40.0
chr20,-,5381748,5381749,60,Random797,blood,1318,40.0
chr20,+,5381764,5381765,91,Random797,blood,1318,40.0
chr20,-,5381765,5381766,79,Random797,blood,1318,40.0
chr20,+,5381915,5381916,35,Random797,blood,1318,40.0
chr20,-,5381916,5381917,52,Random797,blood,1318,40.0
chr20,+,5381935,5381936,90,Random797,blood,1318,40.0
chr20,-,5381936,5381937,87,Random797,blood,1318,40.0
chr20,+,5381984,5381985,4,Random797,blood,1318,40.0
chr20,-,5381985,5381986,3,Random797,blood,1318,40.0
chr20,+,5382110,5382111,93,Random797,blood,1318,40.0
chr20,-,5382111,5382112,74,Random797,blood,1318,40.0
chr20,+,7071578,7071579,47,Random495,blood,730,40.0
chr20,-,7071579,7071580,42,Random495,blood,730,40.0
chr20,+,7071696,7071697,100,Random495,blood,730,40.0
chr20,-,7071697,7071698,98,Random495,blood,730,40.0
chr20,+,7071703,7071704,100,Random495,blood,730,40.0
chr20,-,7071704,7071705,92,Random495,blood,730,40.0
chr20,+,7741017,7741018,100,Random339,blood,960,40.0
chr20,-,7741018,7741019,100,Random339,blood,960,40.0
chr20,+,7741358,7741359,21,Random339,blood,960,40.0
chr20,-,7741359,7741360,50,Random339,blood,960,40.0
chr20,+,7741769,7741770,96,Random339,blood,960,40.0
chr20,-,7741770,7741771,94,Random339,blood,960,40.0
chr20,+,7741872,7741873,89,Random339,blood,960,40.0
chr20,-,7741873,7741874,100,Random339,blood,960,40.0
chr20,+,10514530,10514531,27,Random565,blood,1076,40.0
chr20,-,10514531,10514532,41,Random565,blood,1076,40.0
chr20,+,10514864,10514865,88,Random565,blood,1076,40.0
chr20,-,10514865,10514866,94,Random565,blood,1076,40.0
chr20,+,10515035,10515036,100,Random565,blood,1076,40.0
chr20,-,10515036,10515037,97,Random565,blood,1076,40.0
chr20,+,10515040,10515041,100,Random565,blood,1076,40.0
chr20,-,10515041,10515042,91,Random565,blood,1076,40.0
chr20,+,10515105,10515106,90,Random565,blood,1076,40.0
chr20,-,10515106,10515107,93,Random565,blood,1076,40.0
chr20,+,10515152,10515153,83,Random565,blood,1076,40.0
chr20,-,10515153,10515154,90,Random565,blood,1076,40.0
chr20,+,10515213,10515214,33,Random565,blood,1076,40.0
chr20,-,10515214,10515215,54,Random565,blood,1076,40.0
chr20,+,10515269,10515270,100,Random565,blood,1076,40.0
chr20,-,10515270,10515271,100,Random565,blood,1076,40.0
chr20,+,10515272,10515273,100,Random565,blood,1076,40.0
chr20,-,10515273,10515274,100,Random565,blood,1076,40.0
chr20,+,10515303,10515304,100,Random565,blood,1076,40.0
chr20,-,10515304,10515305,100,Random565,blood,1076,40.0
chr20,+,10515373,10515374,100,Random565,blood,1076,40.0
chr20,-,10515374,10515375,100,Random565,blood,1076,40.0
chr20,+,12232289,12232290,0,Random219,blood,552,40.0
chr20,-,12232290,12232291,9,Random219,blood,552,40.0
chr20,+,14376299,14376300,13,Random121,blood,727,40.0
chr20,-,14376300,14376301,10,Random121,blood,727,40.0
chr20,+,14376531,14376532,80,Random121,blood,727,40.0
chr20,-,14376532,14376533,91,Random121,blood,727,40.0
chr20,+,14376574,14376575,13,Random121,blood,727,40.0
chr20,-,14376575,14376576,0,Random121,blood,727,40.0
chr20,+,15860417,15860418,100,Random53,blood,617,40.0
chr20,-,15860418,15860419,93,Random53,blood,617,40.0
chr20,+,15860447,15860448,98,Random53,blood,617,40.0
chr20,-,15860448,15860449,91,Random53,blood,617,40.0
chr20,+,15860473,15860474,57,Random53,blood,617,40.0
chr20,-,15860474,15860475,71,Random53,blood,617,40.0
chr20,+,15860515,15860516,57,Random53,blood,617,40.0
chr20,-,15860516,15860517,63,Random53,blood,617,40.0
chr20,+,15860801,15860802,87,Random53,blood,617,40.0
chr20,-,15860802,15860803,100,Random53,blood,617,40.0
chr20,+,15860850,15860851,92,Random53,blood,617,40.0
chr20,-,15860851,15860852,89,Random53,blood,617,40.0
chr20,+,16834393,16834394,0,Random159,blood,171,40.0
chr20,-,16834394,16834395,0,Random159,blood,171,40.0
chr20,+,17761802,17761803,44,Random729,blood,732,40.0
chr20,-,17761803,17761804,50,Random729,blood,732,40.0
chr20,+,17761971,17761972,50,Random729,blood,732,40.0
chr20,-,17761972,17761973,40,Random729,blood,732,40.0
chr20,+,17761980,17761981,25,Random729,blood,732,40.0
chr20,-,17761981,17761982,27,Random729,blood,732,40.0
chr20,+,17762129,17762130,94,Random729,blood,732,40.0
chr20,-,17762130,17762131,97,Random729,blood,732,40.0
chr20,+,17762352,17762353,47,Random729,blood,732,40.0
chr20,-,17762353,17762354,45,Random729,blood,732,40.0
chr20,+,17762416,17762417,100,Random729,blood,732,40.0
chr20,-,17762417,17762418,83,Random729,blood,732,40.0
chr20,+,17762481,17762482,94,Random729,blood,732,40.0
chr20,-,17762482,17762483,89,Random729,blood,732,40.0
chr20,+,19824200,19824201,25,Random714,blood,1290,40.0
chr20,-,19824201,19824202,19,Random714,blood,1290,40.0
chr20,+,19824222,19824223,0,Random714,blood,1290,40.0
chr20,-,19824223,19824224,3,Random714,blood,1290,40.0
chr20,+,19824237,19824238,33,Random714,blood,1290,40.0
chr20,-,19824238,19824239,43,Random714,blood,1290,40.0
chr20,+,19824248,19824249,0,Random714,blood,1290,40.0
chr20,-,19824249,19824250,11,Random714,blood,1290,40.0
chr20,+,19824455,19824456,26,Random714,blood,1290,40.0
chr20,-,19824456,19824457,0,Random714,blood,1290,40.0
chr20,+,19824797,19824798,96,Random714,blood,1290,40.0
chr20,-,19824798,19824799,100,Random714,blood,1290,40.0
chr20,+,19824808,19824809,100,Random714,blood,1290,40.0
chr20,-,19824809,19824810,94,Random714,blood,1290,40.0
chr20,+,19824811,19824812,94,Random714,blood,1290,40.0
chr20,-,19824812,19824813,100,Random714,blood,1290,40.0
chr20,+,19824842,19824843,83,Random714,blood,1290,40.0
chr20,-,19824843,19824844,100,Random714,blood,1290,40.0
chr20,+,19824958,19824959,13,Random714,blood,1290,40.0
chr20,-,19824959,19824960,67,Random714,blood,1290,40.0
chr20,+,19824966,19824967,38,Random714,blood,1290,40.0
chr20,-,19824967,19824968,87,Random714,blood,1290,40.0
chr20,+,19825036,19825037,100,Random714,blood,1290,40.0
chr20,-,19825037,19825038,92,Random714,blood,1290,40.0
chr20,+,19825322,19825323,38,Random714,blood,1290,40.0
chr20,-,19825323,19825324,29,Random714,blood,1290,40.0
chr20,+,20419369,20419370,12,Random54,blood,590,40.0
chr20,-,20419370,20419371,10,Random54,blood,590,40.0
chr20,+,20419412,20419413,98,Random54,blood,590,40.0
chr20,-,20419413,20419414,96,Random54,blood,590,40.0
chr20,+,20419587,20419588,49,Random54,blood,590,40.0
chr20,-,20419588,20419589,50,Random54,blood,590,40.0
chr20,+,20419832,20419833,93,Random54,blood,590,40.0
chr20,-,20419833,20419834,89,Random54,blood,590,40.0
chr20,+,20419913,20419914,92,Random54,blood,590,40.0
chr20,-,20419914,20419915,100,Random54,blood,590,40.0
chr20,+,21333952,21333953,48,Random435,blood,320,40.0
chr20,-,21333953,21333954,34,Random435,blood,320,40.0
chr20,+,25955290,25955291,0,Random539,blood,1051,40.0
chr20,-,25955291,25955292,0,Random539,blood,1051,40.0
chr20,+,25955396,25955397,100,Random539,blood,1051,40.0
chr20,-,25955397,25955398,97,Random539,blood,1051,40.0
chr20,+,25955964,25955965,6,Random539,blood,1051,40.0
chr20,-,25955965,25955966,0,Random539,blood,1051,40.0
chr20,+,26738478,26738479,0,Random352,blood,1175,40.0
chr20,-,26738479,26738480,100,Random352,blood,1175,40.0
chr20,+,26738528,26738529,0,Random352,blood,1175,40.0
chr20,-,26738529,26738530,100,Random352,blood,1175,40.0
chr20,+,26738588,26738589,0,Random352,blood,1175,40.0
chr20,-,26738589,26738590,0,Random352,blood,1175,40.0
chr20,+,26738621,26738622,0,Random352,blood,1175,40.0
chr20,-,26738622,26738623,0,Random352,blood,1175,40.0
chr20,+,26738663,26738664,0,Random352,blood,1175,40.0
chr20,-,26738664,26738665,0,Random352,blood,1175,40.0
chr20,+,26738672,26738673,0,Random352,blood,1175,40.0
chr20,-,26738673,26738674,0,Random352,blood,1175,40.0
chr20,+,26738816,26738817,100,Random352,blood,1175,40.0
chr20,-,26738817,26738818,0,Random352,blood,1175,40.0
chr20,+,26738853,26738854,100,Random352,blood,1175,40.0
chr20,-,26738854,26738855,100,Random352,blood,1175,40.0
chr20,+,26739001,26739002,80,Random352,blood,1175,40.0
chr20,-,26739002,26739003,100,Random352,blood,1175,40.0
chr20,+,26739010,26739011,80,Random352,blood,1175,40.0
chr20,-,26739011,26739012,100,Random352,blood,1175,40.0
chr20,+,26739059,26739060,0,Random352,blood,1175,40.0
chr20,-,26739060,26739061,0,Random352,blood,1175,40.0
chr20,+,26739062,26739063,0,Random352,blood,1175,40.0
chr20,-,26739063,26739064,0,Random352,blood,1175,40.0
chr20,+,26739072,26739073,0,Random352,blood,1175,40.0
chr20,-,26739073,26739074,0,Random352,blood,1175,40.0
chr20,+,26739159,26739160,0,Random352,blood,1175,40.0
chr20,-,26739160,26739161,0,Random352,blood,1175,40.0
chr20,+,26739170,26739171,0,Random352,blood,1175,40.0
chr20,-,26739171,26739172,0,Random352,blood,1175,40.0
chr20,+,26739173,26739174,0,Random352,blood,1175,40.0
chr20,-,26739174,26739175,0,Random352,blood,1175,40.0
chr20,+,26739218,26739219,0,Random352,blood,1175,40.0
chr20,-,26739219,26739220,0,Random352,blood,1175,40.0
chr20,+,26739344,26739345,0,Random352,blood,1175,40.0
chr20,-,26739345,26739346,0,Random352,blood,1175,40.0
chr20,+,26739353,26739354,0,Random352,blood,1175,40.0
chr20,-,26739354,26739355,0,Random352,blood,1175,40.0
chr20,+,26739462,26739463,0,Random352,blood,1175,40.0
chr20,-,26739463,26739464,0,Random352,blood,1175,40.0
chr20,+,26739492,26739493,0,Random352,blood,1175,40.0
chr20,-,26739493,26739494,0,Random352,blood,1175,40.0
chr20,+,26739497,26739498,100,Random352,blood,1175,40.0
chr20,-,26739498,26739499,0,Random352,blood,1175,40.0
chr20,+,27943884,27943885,0,Random261,blood,631,40.0
chr20,-,27943885,27943886,100,Random261,blood,631,40.0
chr20,+,27943894,27943895,0,Random261,blood,631,40.0
chr20,-,27943895,27943896,100,Random261,blood,631,40.0
chr20,+,27943921,27943922,0,Random261,blood,631,40.0
chr20,-,27943922,27943923,100,Random261,blood,631,40.0
chr20,+,27944069,27944070,100,Random261,blood,631,40.0
chr20,-,27944070,27944071,100,Random261,blood,631,40.0
chr20,+,27944078,27944079,100,Random261,blood,631,40.0
chr20,-,27944079,27944080,100,Random261,blood,631,40.0
chr20,+,27944126,27944127,40,Random261,blood,631,40.0
chr20,-,27944127,27944128,0,Random261,blood,631,40.0
chr20,+,27944226,27944227,100,Random261,blood,631,40.0
chr20,-,27944227,27944228,0,Random261,blood,631,40.0
chr20,+,27944237,27944238,100,Random261,blood,631,40.0
chr20,-,27944238,27944239,0,Random261,blood,631,40.0
chr20,+,27944240,27944241,100,Random261,blood,631,40.0
chr20,-,27944241,27944242,0,Random261,blood,631,40.0
chr20,+,27944285,27944286,0,Random261,blood,631,40.0
chr20,-,27944286,27944287,0,Random261,blood,631,40.0
chr20,+,27944411,27944412,0,Random261,blood,631,40.0
chr20,-,27944412,27944413,0,Random261,blood,631,40.0
chr20,+,27944420,27944421,0,Random261,blood,631,40.0
chr20,-,27944421,27944422,0,Random261,blood,631,40.0
chr20,+,27944449,27944450,0,Random261,blood,631,40.0
chr20,-,27944450,27944451,0,Random261,blood,631,40.0
chr20,-,31631064,31631065,59,Random924,blood,764,40.0
chr20,+,31631095,31631096,43,Random924,blood,764,40.0
chr20,-,31631096,31631097,50,Random924,blood,764,40.0
chr20,+,31631132,31631133,100,Random924,blood,764,40.0
chr20,-,31631133,31631134,100,Random924,blood,764,40.0
chr20,+,31631135,31631136,100,Random924,blood,764,40.0
chr20,-,31631136,31631137,96,Random924,blood,764,40.0
chr20,+,31631258,31631259,100,Random924,blood,764,40.0
chr20,-,31631259,31631260,96,Random924,blood,764,40.0
chr20,+,31631274,31631275,100,Random924,blood,764,40.0
chr20,-,31631275,31631276,100,Random924,blood,764,40.0
chr20,+,31631430,31631431,75,Random924,blood,764,40.0
chr20,-,31631431,31631432,94,Random924,blood,764,40.0
chr20,+,31631533,31631534,91,Random924,blood,764,40.0
chr20,-,31631534,31631535,100,Random924,blood,764,40.0
chr20,+,31631547,31631548,97,Random924,blood,764,40.0
chr20,-,31631548,31631549,86,Random924,blood,764,40.0
chr20,+,31631765,31631766,70,Random924,blood,764,40.0
chr20,-,31631766,31631767,60,Random924,blood,764,40.0
chr20,+,31631796,31631797,95,Random924,blood,764,40.0
chr20,-,31631797,31631798,100,Random924,blood,764,40.0
chr20,+,33052768,33052769,43,Random584,blood,183,60.0
chr20,-,33052769,33052770,61,Random584,blood,183,60.0
chr20,+,33052829,33052830,100,Random584,blood,183,60.0
chr20,-,33052830,33052831,92,Random584,blood,183,60.0
chr20,+,33052857,33052858,82,Random584,blood,183,60.0
chr20,-,33052858,33052859,94,Random584,blood,183,60.0
chr20,+,33052867,33052868,100,Random584,blood,183,60.0
chr20,-,33052868,33052869,91,Random584,blood,183,60.0
chr20,+,33052869,33052870,100,Random584,blood,183,60.0
chr20,-,33052870,33052871,100,Random584,blood,183,60.0
chr20,+,33798851,33798852,100,Random13,blood,896,40.0
chr20,-,33798852,33798853,100,Random13,blood,896,40.0
chr20,+,33799148,33799149,46,Random13,blood,896,40.0
chr20,-,33799149,33799150,45,Random13,blood,896,40.0
chr20,+,33799205,33799206,94,Random13,blood,896,40.0
chr20,-,33799206,33799207,97,Random13,blood,896,40.0
chr20,+,33799248,33799249,100,Random13,blood,896,40.0
chr20,-,33799249,33799250,93,Random13,blood,896,40.0
chr20,+,33799351,33799352,100,Random13,blood,896,40.0
chr20,-,33799352,33799353,100,Random13,blood,896,40.0
chr20,+,33799418,33799419,7,Random13,blood,896,40.0
chr20,-,33799419,33799420,7,Random13,blood,896,40.0
chr20,+,33799518,33799519,100,Random13,blood,896,40.0
chr20,-,33799519,33799520,88,Random13,blood,896,40.0
chr20,+,33799540,33799541,100,Random13,blood,896,40.0
chr20,-,33799541,33799542,95,Random13,blood,896,40.0
chr20,+,33799580,33799581,45,Random13,blood,896,40.0
chr20,-,33799581,33799582,71,Random13,blood,896,40.0
chr20,+,33799696,33799697,99,Random13,blood,896,40.0
chr20,-,33799697,33799698,87,Random13,blood,896,40.0
chr20,+,34882855,34882856,48,Random586,blood,1419,40.0
chr20,-,34882856,34882857,60,Random586,blood,1419,40.0
chr20,+,34882942,34882943,47,Random586,blood,1419,40.0
chr20,-,34882943,34882944,77,Random586,blood,1419,40.0
chr20,+,34883841,34883842,97,Random586,blood,1419,40.0
chr20,-,34883842,34883843,100,Random586,blood,1419,40.0
chr20,+,34883997,34883998,93,Random586,blood,1419,40.0
chr20,-,34883998,34883999,98,Random586,blood,1419,40.0
chr20,+,34884101,34884102,0,Random586,blood,1419,40.0
chr20,-,34884102,34884103,15,Random586,blood,1419,40.0
chr20,+,34884196,34884197,100,Random586,blood,1419,40.0
chr20,-,34884197,34884198,100,Random586,blood,1419,40.0
chr20,+,35586791,35586792,80,Random919,blood,938,60.0
chr20,-,35586792,35586793,83,Random919,blood,938,60.0
chr20,+,35587195,35587196,87,Random919,blood,938,60.0
chr20,-,35587196,35587197,96,Random919,blood,938,60.0
chr20,+,35587259,35587260,100,Random919,blood,938,60.0
chr20,-,35587260,35587261,100,Random919,blood,938,60.0
chr20,+,35587359,35587360,100,Random919,blood,938,60.0
chr20,-,35587360,35587361,100,Random919,blood,938,60.0
chr20,+,35587361,35587362,97,Random919,blood,938,60.0
chr20,-,35587362,35587363,100,Random919,blood,938,60.0
chr20,+,35587420,35587421,97,Random919,blood,938,60.0
chr20,-,35587421,35587422,100,Random919,blood,938,60.0
chr20,+,35587676,35587677,50,Random919,blood,938,60.0
chr20,-,35587677,35587678,68,Random919,blood,938,60.0
chr20,+,38555366,38555367,98,Random265,blood,627,40.0
chr20,-,38555367,38555368,95,Random265,blood,627,40.0
chr20,+,40605681,40605682,46,Random281,blood,1341,40.0
chr20,-,40605682,40605683,48,Random281,blood,1341,40.0
chr20,+,40605691,40605692,84,Random281,blood,1341,40.0
chr20,-,40605692,40605693,82,Random281,blood,1341,40.0
chr20,+,40605749,40605750,100,Random281,blood,1341,40.0
chr20,-,40605750,40605751,92,Random281,blood,1341,40.0
chr20,+,40605818,40605819,0,Random281,blood,1341,40.0
chr20,-,40605819,40605820,10,Random281,blood,1341,40.0
chr20,+,40605914,40605915,10,Random281,blood,1341,40.0
chr20,-,40605915,40605916,46,Random281,blood,1341,40.0
chr20,+,40606091,40606092,100,Random281,blood,1341,40.0
chr20,-,40606092,40606093,94,Random281,blood,1341,40.0
chr20,+,40606093,40606094,100,Random281,blood,1341,40.0
chr20,-,40606094,40606095,100,Random281,blood,1341,40.0
chr20,+,40606096,40606097,100,Random281,blood,1341,40.0
chr20,-,40606097,40606098,95,Random281,blood,1341,40.0
chr20,+,40606314,40606315,75,Random281,blood,1341,40.0
chr20,-,40606315,40606316,94,Random281,blood,1341,40.0
chr20,+,40606334,40606335,27,Random281,blood,1341,40.0
chr20,-,40606335,40606336,17,Random281,blood,1341,40.0
chr20,+,40606561,40606562,33,Random281,blood,1341,40.0
chr20,-,40606562,40606563,50,Random281,blood,1341,40.0
chr20,+,40606791,40606792,0,Random281,blood,1341,40.0
chr20,-,40606792,40606793,0,Random281,blood,1341,40.0
chr20,+,40606937,40606938,0,Random281,blood,1341,40.0
chr20,-,40606938,40606939,0,Random281,blood,1341,40.0
chr20,+,41061126,41061127,63,Random611,blood,1017,40.0
chr20,-,41061127,41061128,63,Random611,blood,1017,40.0
chr20,+,41061425,41061426,100,Random611,blood,1017,40.0
chr20,-,41061426,41061427,100,Random611,blood,1017,40.0
chr20,+,41061434,41061435,100,Random611,blood,1017,40.0
chr20,-,41061435,41061436,100,Random611,blood,1017,40.0
chr20,+,41061464,41061465,98,Random611,blood,1017,40.0
chr20,-,41061465,41061466,100,Random611,blood,1017,40.0
chr20,+,41423491,41423492,100,Random311,blood,725,40.0
chr20,-,41423492,41423493,100,Random311,blood,725,40.0
chr20,+,41423514,41423515,95,Random311,blood,725,40.0
chr20,-,41423515,41423516,100,Random311,blood,725,40.0
chr20,+,41423526,41423527,83,Random311,blood,725,40.0
chr20,-,41423527,41423528,98,Random311,blood,725,40.0
chr20,+,41423573,41423574,100,Random311,blood,725,40.0
chr20,-,41423574,41423575,100,Random311,blood,725,40.0
chr20,+,41423589,41423590,100,Random311,blood,725,40.0
chr20,-,41423590,41423591,98,Random311,blood,725,40.0
chr20,+,41423601,41423602,100,Random311,blood,725,40.0
chr20,-,41423602,41423603,95,Random311,blood,725,40.0
chr20,+,41423638,41423639,100,Random311,blood,725,40.0
chr20,-,41423639,41423640,93,Random311,blood,725,40.0
chr20,+,41779339,41779340,85,Random575,blood,1358,40.0
chr20,-,41779340,41779341,100,Random575,blood,1358,40.0
chr20,+,41779563,41779564,8,Random575,blood,1358,40.0
chr20,-,41779564,41779565,6,Random575,blood,1358,40.0
chr20,+,41779667,41779668,94,Random575,blood,1358,40.0
chr20,-,41779668,41779669,86,Random575,blood,1358,40.0
chr20,+,41779677,41779678,90,Random575,blood,1358,40.0
chr20,-,41779678,41779679,100,Random575,blood,1358,40.0
chr20,+,41780035,41780036,12,Random575,blood,1358,40.0
chr20,-,41780036,41780037,47,Random575,blood,1358,40.0
chr20,+,41780307,41780308,8,Random575,blood,1358,40.0
chr20,-,41780308,41780309,0,Random575,blood,1358,40.0
chr20,+,41780502,41780503,0,Random575,blood,1358,40.0
chr20,-,41780503,41780504,0,Random575,blood,1358,40.0
chr20,+,42001656,42001657,86,Random613,blood,1327,40.0
chr20,-,42001657,42001658,100,Random613,blood,1327,40.0
chr20,+,42001707,42001708,60,Random613,blood,1327,40.0
chr20,-,42001708,42001709,40,Random613,blood,1327,40.0
chr20,+,42001823,42001824,0,Random613,blood,1327,40.0
chr20,-,42001824,42001825,0,Random613,blood,1327,40.0
chr20,+,42002005,42002006,36,Random613,blood,1327,40.0
chr20,-,42002006,42002007,38,Random613,blood,1327,40.0
chr20,+,42002087,42002088,77,Random613,blood,1327,40.0
chr20,-,42002088,42002089,87,Random613,blood,1327,40.0
chr20,+,42002174,42002175,71,Random613,blood,1327,40.0
chr20,-,42002175,42002176,48,Random613,blood,1327,40.0
chr20,+,42002199,42002200,100,Random613,blood,1327,40.0
chr20,-,42002200,42002201,87,Random613,blood,1327,40.0
chr20,+,42002343,42002344,0,Random613,blood,1327,40.0
chr20,-,42002344,42002345,5,Random613,blood,1327,40.0
chr20,+,44128672,44128673,15,Random847,blood,1112,40.0
chr20,-,44128673,44128674,2,Random847,blood,1112,40.0
chr20,+,44128716,44128717,88,Random847,blood,1112,40.0
chr20,-,44128717,44128718,97,Random847,blood,1112,40.0
chr20,+,44128846,44128847,100,Random847,blood,1112,40.0
chr20,-,44128847,44128848,100,Random847,blood,1112,40.0
chr20,+,44128948,44128949,0,Random847,blood,1112,40.0
chr20,-,44128949,44128950,0,Random847,blood,1112,40.0
chr20,+,44129047,44129048,10,Random847,blood,1112,40.0
chr20,-,44129048,44129049,0,Random847,blood,1112,40.0
chr20,+,44129242,44129243,80,Random847,blood,1112,40.0
chr20,-,44129243,44129244,78,Random847,blood,1112,40.0
chr20,+,44129271,44129272,100,Random847,blood,1112,40.0
chr20,-,44129272,44129273,100,Random847,blood,1112,40.0
chr20,+,44129275,44129276,100,Random847,blood,1112,40.0
chr20,-,44129276,44129277,92,Random847,blood,1112,40.0
chr20,+,44129279,44129280,100,Random847,blood,1112,40.0
chr20,-,44129280,44129281,100,Random847,blood,1112,40.0
chr20,+,44129281,44129282,100,Random847,blood,1112,40.0
chr20,-,44129282,44129283,100,Random847,blood,1112,40.0
chr20,+,44129284,44129285,100,Random847,blood,1112,40.0
chr20,-,44129285,44129286,100,Random847,blood,1112,40.0
chr20,+,44129382,44129383,94,Random847,blood,1112,40.0
chr20,-,44129383,44129384,100,Random847,blood,1112,40.0
chr20,+,44129414,44129415,95,Random847,blood,1112,40.0
chr20,-,44129415,44129416,100,Random847,blood,1112,40.0
chr20,+,44129424,44129425,85,Random847,blood,1112,40.0
chr20,-,44129425,44129426,100,Random847,blood,1112,40.0
chr20,+,44129502,44129503,64,Random847,blood,1112,40.0
chr20,-,44129503,44129504,75,Random847,blood,1112,40.0
chr20,+,44129510,44129511,64,Random847,blood,1112,40.0
chr20,-,44129511,44129512,67,Random847,blood,1112,40.0
chr20,+,45099641,45099642,0,Random342,blood,903,40.0
chr20,-,45099642,45099643,0,Random342,blood,903,40.0
chr20,+,45099697,45099698,0,Random342,blood,903,40.0
chr20,-,45099698,45099699,0,Random342,blood,903,40.0
chr20,+,45100182,45100183,88,Random342,blood,903,40.0
chr20,-,45100183,45100184,97,Random342,blood,903,40.0
chr20,+,45100185,45100186,100,Random342,blood,903,40.0
chr20,-,45100186,45100187,97,Random342,blood,903,40.0
chr20,+,45100220,45100221,100,Random342,blood,903,40.0
chr20,-,45100221,45100222,82,Random342,blood,903,40.0
chr20,+,45100279,45100280,38,Random342,blood,903,40.0
chr20,-,45100280,45100281,43,Random342,blood,903,40.0
chr20,+,45100319,45100320,71,Random342,blood,903,40.0
chr20,-,45100320,45100321,64,Random342,blood,903,40.0
chr20,+,45100334,45100335,100,Random342,blood,903,40.0
chr20,-,45100335,45100336,92,Random342,blood,903,40.0
chr20,-,45469641,45469642,20,Random341,blood,1122,60.0
chr20,+,45469644,45469645,10,Random341,blood,1122,60.0
chr20,-,45469645,45469646,0,Random341,blood,1122,60.0
chr20,+,45469646,45469647,0,Random341,blood,1122,60.0
chr20,-,45469647,45469648,18,Random341,blood,1122,60.0
chr20,+,45469653,45469654,50,Random341,blood,1122,60.0
chr20,-,45469654,45469655,36,Random341,blood,1122,60.0
chr20,+,45469680,45469681,25,Random341,blood,1122,60.0
chr20,-,45469681,45469682,38,Random341,blood,1122,60.0
chr20,+,45469684,45469685,13,Random341,blood,1122,60.0
chr20,-,45469685,45469686,38,Random341,blood,1122,60.0
chr20,+,45469703,45469704,63,Random341,blood,1122,60.0
chr20,-,45469704,45469705,100,Random341,blood,1122,60.0
chr20,+,45469713,45469714,88,Random341,blood,1122,60.0
chr20,-,45469714,45469715,83,Random341,blood,1122,60.0
chr20,+,45469715,45469716,75,Random341,blood,1122,60.0
chr20,-,45469716,45469717,100,Random341,blood,1122,60.0
chr20,+,45469717,45469718,100,Random341,blood,1122,60.0
chr20,-,45469718,45469719,100,Random341,blood,1122,60.0
chr20,+,45469719,45469720,83,Random341,blood,1122,60.0
chr20,-,45469720,45469721,100,Random341,blood,1122,60.0
chr20,+,45469721,45469722,100,Random341,blood,1122,60.0
chr20,-,45469722,45469723,100,Random341,blood,1122,60.0
chr20,+,45469733,45469734,60,Random341,blood,1122,60.0
chr20,-,45469734,45469735,83,Random341,blood,1122,60.0
