Chromosome,Strand,Start,End,Methylation_Percentage,GeneName,Tissue,Length,Median_CG_Content
chr3,+,8419064,8419065,0.0,Random47,epithelium,1183,40.0
chr3,+,8419065,8419066,0.0,Random47,epithelium,1183,40.0
chr3,+,8419074,8419075,20.0,Random47,epithelium,1183,40.0
chr3,+,8419076,8419077,0.0,Random47,epithelium,1183,40.0
chr3,+,8419081,8419082,0.0,Random47,epithelium,1183,40.0
chr3,-,8419089,8419090,0.0,Random47,epithelium,1183,40.0
chr3,+,8419093,8419094,0.0,Random47,epithelium,1183,40.0
chr3,+,8419094,8419095,0.0,Random47,epithelium,1183,40.0
chr3,+,8419099,8419100,0.0,Random47,epithelium,1183,40.0
chr3,-,8419104,8419105,0.0,Random47,epithelium,1183,40.0
chr3,+,8419105,8419106,0.0,Random47,epithelium,1183,40.0
chr3,+,8419110,8419111,12.0,Random47,epithelium,1183,40.0
chr3,-,8419117,8419118,0.0,Random47,epithelium,1183,40.0
chr3,+,8419118,8419119,0.0,Random47,epithelium,1183,40.0
chr3,-,8419122,8419123,0.0,Random47,epithelium,1183,40.0
chr3,+,8419123,8419124,0.0,Random47,epithelium,1183,40.0
chr3,-,8419126,8419127,5.0,Random47,epithelium,1183,40.0
chr3,-,8419130,8419131,0.0,Random47,epithelium,1183,40.0
chr3,-,8419131,8419132,0.0,Random47,epithelium,1183,40.0
chr3,+,8419139,8419140,0.0,Random47,epithelium,1183,40.0
chr3,-,8419142,8419143,0.0,Random47,epithelium,1183,40.0
chr3,+,8419143,8419144,0.0,Random47,epithelium,1183,40.0
chr3,+,8419145,8419146,0.0,Random47,epithelium,1183,40.0
chr3,+,8419146,8419147,0.0,Random47,epithelium,1183,40.0
chr3,+,8419152,8419153,12.0,Random47,epithelium,1183,40.0
chr3,-,8419155,8419156,0.0,Random47,epithelium,1183,40.0
chr3,-,8419160,8419161,0.0,Random47,epithelium,1183,40.0
chr3,-,8419166,8419167,0.0,Random47,epithelium,1183,40.0
chr3,-,8419170,8419171,0.0,Random47,epithelium,1183,40.0
chr3,+,8419172,8419173,0.0,Random47,epithelium,1183,40.0
chr3,+,8419174,8419175,0.0,Random47,epithelium,1183,40.0
chr3,+,8419175,8419176,0.0,Random47,epithelium,1183,40.0
chr3,-,8419178,8419179,0.0,Random47,epithelium,1183,40.0
chr3,-,8419179,8419180,0.0,Random47,epithelium,1183,40.0
chr3,-,8419184,8419185,0.0,Random47,epithelium,1183,40.0
chr3,+,8419185,8419186,0.0,Random47,epithelium,1183,40.0
chr3,+,8419189,8419190,0.0,Random47,epithelium,1183,40.0
chr3,+,8419197,8419198,0.0,Random47,epithelium,1183,40.0
chr3,+,8419201,8419202,9.0,Random47,epithelium,1183,40.0
chr3,-,8419207,8419208,0.0,Random47,epithelium,1183,40.0
chr3,+,8419210,8419211,0.0,Random47,epithelium,1183,40.0
chr3,+,8419214,8419215,0.0,Random47,epithelium,1183,40.0
chr3,-,8419219,8419220,0.0,Random47,epithelium,1183,40.0
chr3,+,8419220,8419221,0.0,Random47,epithelium,1183,40.0
chr3,+,8419221,8419222,0.0,Random47,epithelium,1183,40.0
chr3,-,8419225,8419226,0.0,Random47,epithelium,1183,40.0
chr3,+,8419230,8419231,0.0,Random47,epithelium,1183,40.0
chr3,+,8419231,8419232,0.0,Random47,epithelium,1183,40.0
chr3,-,8419234,8419235,0.0,Random47,epithelium,1183,40.0
chr3,+,8419238,8419239,0.0,Random47,epithelium,1183,40.0
chr3,+,8419240,8419241,0.0,Random47,epithelium,1183,40.0
chr3,+,8419241,8419242,0.0,Random47,epithelium,1183,40.0
chr3,+,8419242,8419243,0.0,Random47,epithelium,1183,40.0
chr3,-,8419245,8419246,0.0,Random47,epithelium,1183,40.0
chr3,+,8419247,8419248,0.0,Random47,epithelium,1183,40.0
chr3,+,8419251,8419252,0.0,Random47,epithelium,1183,40.0
chr3,-,8419255,8419256,0.0,Random47,epithelium,1183,40.0
chr3,-,8419259,8419260,0.0,Random47,epithelium,1183,40.0
chr3,-,8419260,8419261,0.0,Random47,epithelium,1183,40.0
chr3,+,8419261,8419262,7.0,Random47,epithelium,1183,40.0
chr3,+,8419262,8419263,0.0,Random47,epithelium,1183,40.0
chr3,+,8419263,8419264,0.0,Random47,epithelium,1183,40.0
chr3,+,8419265,8419266,0.0,Random47,epithelium,1183,40.0
chr3,+,8419270,8419271,0.0,Random47,epithelium,1183,40.0
chr3,+,8419276,8419277,0.0,Random47,epithelium,1183,40.0
chr3,-,8419283,8419284,5.0,Random47,epithelium,1183,40.0
chr3,+,8419284,8419285,0.0,Random47,epithelium,1183,40.0
chr3,+,8419286,8419287,0.0,Random47,epithelium,1183,40.0
chr3,-,8419289,8419290,0.0,Random47,epithelium,1183,40.0
chr3,-,8419290,8419291,0.0,Random47,epithelium,1183,40.0
chr3,-,8419299,8419300,0.0,Random47,epithelium,1183,40.0
chr3,-,8419302,8419303,0.0,Random47,epithelium,1183,40.0
chr3,-,8419305,8419306,0.0,Random47,epithelium,1183,40.0
chr3,-,8419307,8419308,0.0,Random47,epithelium,1183,40.0
chr3,+,8419310,8419311,0.0,Random47,epithelium,1183,40.0
chr3,+,8419314,8419315,6.0,Random47,epithelium,1183,40.0
chr3,+,8419318,8419319,0.0,Random47,epithelium,1183,40.0
chr3,+,8419320,8419321,0.0,Random47,epithelium,1183,40.0
chr3,+,8419322,8419323,7.0,Random47,epithelium,1183,40.0
chr3,+,8419326,8419327,0.0,Random47,epithelium,1183,40.0
chr3,+,8419330,8419331,0.0,Random47,epithelium,1183,40.0
chr3,-,8419335,8419336,0.0,Random47,epithelium,1183,40.0
chr3,+,8419337,8419338,0.0,Random47,epithelium,1183,40.0
chr3,+,8419346,8419347,0.0,Random47,epithelium,1183,40.0
chr3,-,8419350,8419351,5.0,Random47,epithelium,1183,40.0
chr3,-,8419357,8419358,0.0,Random47,epithelium,1183,40.0
chr3,+,8419358,8419359,0.0,Random47,epithelium,1183,40.0
chr3,+,8419359,8419360,0.0,Random47,epithelium,1183,40.0
chr3,-,8419366,8419367,4.0,Random47,epithelium,1183,40.0
chr3,-,8419367,8419368,4.0,Random47,epithelium,1183,40.0
chr3,-,8419368,8419369,0.0,Random47,epithelium,1183,40.0
chr3,+,8419369,8419370,0.0,Random47,epithelium,1183,40.0
chr3,-,8419374,8419375,0.0,Random47,epithelium,1183,40.0
chr3,-,8419379,8419380,0.0,Random47,epithelium,1183,40.0
chr3,-,8419380,8419381,0.0,Random47,epithelium,1183,40.0
chr3,-,8419382,8419383,0.0,Random47,epithelium,1183,40.0
chr3,-,8419383,8419384,0.0,Random47,epithelium,1183,40.0
chr3,+,8419386,8419387,0.0,Random47,epithelium,1183,40.0
chr3,-,8419390,8419391,0.0,Random47,epithelium,1183,40.0
chr3,+,8419391,8419392,0.0,Random47,epithelium,1183,40.0
chr3,+,8419394,8419395,0.0,Random47,epithelium,1183,40.0
chr3,-,8419397,8419398,0.0,Random47,epithelium,1183,40.0
chr3,-,8419398,8419399,0.0,Random47,epithelium,1183,40.0
chr3,+,8419408,8419409,0.0,Random47,epithelium,1183,40.0
chr3,-,8419412,8419413,0.0,Random47,epithelium,1183,40.0
chr3,-,8419417,8419418,0.0,Random47,epithelium,1183,40.0
chr3,-,8419418,8419419,0.0,Random47,epithelium,1183,40.0
chr3,-,8419420,8419421,4.0,Random47,epithelium,1183,40.0
chr3,-,8419424,8419425,0.0,Random47,epithelium,1183,40.0
chr3,+,8419426,8419427,0.0,Random47,epithelium,1183,40.0
chr3,+,8419433,8419434,0.0,Random47,epithelium,1183,40.0
chr3,-,8419436,8419437,0.0,Random47,epithelium,1183,40.0
chr3,+,8419441,8419442,0.0,Random47,epithelium,1183,40.0
chr3,+,8419443,8419444,0.0,Random47,epithelium,1183,40.0
chr3,-,8419452,8419453,0.0,Random47,epithelium,1183,40.0
chr3,+,8419453,8419454,5.0,Random47,epithelium,1183,40.0
chr3,+,8419460,8419461,0.0,Random47,epithelium,1183,40.0
chr3,+,8419461,8419462,0.0,Random47,epithelium,1183,40.0
chr3,+,8419462,8419463,0.0,Random47,epithelium,1183,40.0
chr3,+,8419470,8419471,5.0,Random47,epithelium,1183,40.0
chr3,+,8419473,8419474,0.0,Random47,epithelium,1183,40.0
chr3,+,8419475,8419476,0.0,Random47,epithelium,1183,40.0
chr3,+,8419480,8419481,0.0,Random47,epithelium,1183,40.0
chr3,+,8419483,8419484,0.0,Random47,epithelium,1183,40.0
chr3,+,8419485,8419486,0.0,Random47,epithelium,1183,40.0
chr3,+,8419487,8419488,0.0,Random47,epithelium,1183,40.0
chr3,+,8419488,8419489,0.0,Random47,epithelium,1183,40.0
chr3,-,8419498,8419499,0.0,Random47,epithelium,1183,40.0
chr3,+,8419499,8419500,0.0,Random47,epithelium,1183,40.0
chr3,+,8419501,8419502,0.0,Random47,epithelium,1183,40.0
chr3,-,8419506,8419507,45.0,Random47,epithelium,1183,40.0
chr3,+,8419509,8419510,0.0,Random47,epithelium,1183,40.0
chr3,+,8419510,8419511,4.0,Random47,epithelium,1183,40.0
chr3,+,8419512,8419513,0.0,Random47,epithelium,1183,40.0
chr3,+,8419514,8419515,5.0,Random47,epithelium,1183,40.0
chr3,-,8419519,8419520,0.0,Random47,epithelium,1183,40.0
chr3,+,8419520,8419521,0.0,Random47,epithelium,1183,40.0
chr3,-,8419523,8419524,0.0,Random47,epithelium,1183,40.0
chr3,-,8419525,8419526,0.0,Random47,epithelium,1183,40.0
chr3,-,8419529,8419530,0.0,Random47,epithelium,1183,40.0
chr3,-,8419530,8419531,0.0,Random47,epithelium,1183,40.0
chr3,-,8419531,8419532,0.0,Random47,epithelium,1183,40.0
chr3,-,8419533,8419534,0.0,Random47,epithelium,1183,40.0
chr3,-,8419535,8419536,0.0,Random47,epithelium,1183,40.0
chr3,-,8419538,8419539,0.0,Random47,epithelium,1183,40.0
chr3,+,8419540,8419541,10.0,Random47,epithelium,1183,40.0
chr3,-,8419549,8419550,0.0,Random47,epithelium,1183,40.0
chr3,-,8419551,8419552,0.0,Random47,epithelium,1183,40.0
chr3,-,8419552,8419553,0.0,Random47,epithelium,1183,40.0
chr3,+,8419557,8419558,0.0,Random47,epithelium,1183,40.0
chr3,+,8419559,8419560,5.0,Random47,epithelium,1183,40.0
chr3,+,8419561,8419562,10.0,Random47,epithelium,1183,40.0
chr3,+,8419565,8419566,0.0,Random47,epithelium,1183,40.0
chr3,+,8419566,8419567,4.0,Random47,epithelium,1183,40.0
chr3,+,8419567,8419568,0.0,Random47,epithelium,1183,40.0
chr3,-,8419573,8419574,0.0,Random47,epithelium,1183,40.0
chr3,-,8419576,8419577,0.0,Random47,epithelium,1183,40.0
chr3,-,8419578,8419579,0.0,Random47,epithelium,1183,40.0
chr3,-,8419581,8419582,0.0,Random47,epithelium,1183,40.0
chr3,-,8419586,8419587,0.0,Random47,epithelium,1183,40.0
chr3,+,8419587,8419588,0.0,Random47,epithelium,1183,40.0
chr3,+,8419588,8419589,6.0,Random47,epithelium,1183,40.0
chr3,-,8419593,8419594,0.0,Random47,epithelium,1183,40.0
chr3,-,8419594,8419595,0.0,Random47,epithelium,1183,40.0
chr3,+,8419596,8419597,0.0,Random47,epithelium,1183,40.0
chr3,-,8419599,8419600,0.0,Random47,epithelium,1183,40.0
chr3,-,8419602,8419603,0.0,Random47,epithelium,1183,40.0
chr3,-,8419603,8419604,0.0,Random47,epithelium,1183,40.0
chr3,-,8419605,8419606,0.0,Random47,epithelium,1183,40.0
chr3,-,8419609,8419610,0.0,Random47,epithelium,1183,40.0
chr3,-,8419610,8419611,0.0,Random47,epithelium,1183,40.0
chr3,-,8419613,8419614,0.0,Random47,epithelium,1183,40.0
chr3,-,8419614,8419615,0.0,Random47,epithelium,1183,40.0
chr3,-,8419619,8419620,0.0,Random47,epithelium,1183,40.0
chr3,-,8419620,8419621,0.0,Random47,epithelium,1183,40.0
chr3,-,8419621,8419622,0.0,Random47,epithelium,1183,40.0
chr3,-,8419622,8419623,0.0,Random47,epithelium,1183,40.0
chr3,-,8419623,8419624,0.0,Random47,epithelium,1183,40.0
chr3,-,8419626,8419627,0.0,Random47,epithelium,1183,40.0
chr3,-,8419627,8419628,0.0,Random47,epithelium,1183,40.0
chr3,-,8419631,8419632,0.0,Random47,epithelium,1183,40.0
chr3,+,8419636,8419637,7.0,Random47,epithelium,1183,40.0
chr3,-,8419640,8419641,0.0,Random47,epithelium,1183,40.0
chr3,-,8419645,8419646,0.0,Random47,epithelium,1183,40.0
chr3,-,8419646,8419647,0.0,Random47,epithelium,1183,40.0
chr3,-,8419647,8419648,0.0,Random47,epithelium,1183,40.0
chr3,-,8419654,8419655,0.0,Random47,epithelium,1183,40.0
chr3,-,8419655,8419656,0.0,Random47,epithelium,1183,40.0
chr3,-,8419657,8419658,0.0,Random47,epithelium,1183,40.0
chr3,+,8419658,8419659,0.0,Random47,epithelium,1183,40.0
chr3,-,8419662,8419663,0.0,Random47,epithelium,1183,40.0
chr3,-,8419663,8419664,0.0,Random47,epithelium,1183,40.0
chr3,+,8419664,8419665,7.0,Random47,epithelium,1183,40.0
chr3,+,8419665,8419666,0.0,Random47,epithelium,1183,40.0
chr3,-,8419670,8419671,0.0,Random47,epithelium,1183,40.0
chr3,+,8419672,8419673,0.0,Random47,epithelium,1183,40.0
chr3,+,8419674,8419675,0.0,Random47,epithelium,1183,40.0
chr3,-,8419677,8419678,0.0,Random47,epithelium,1183,40.0
chr3,-,8419679,8419680,0.0,Random47,epithelium,1183,40.0
chr3,-,8419681,8419682,0.0,Random47,epithelium,1183,40.0
chr3,-,8419683,8419684,0.0,Random47,epithelium,1183,40.0
chr3,-,8419686,8419687,0.0,Random47,epithelium,1183,40.0
chr3,-,8419691,8419692,0.0,Random47,epithelium,1183,40.0
chr3,-,8419693,8419694,0.0,Random47,epithelium,1183,40.0
chr3,-,8419697,8419698,0.0,Random47,epithelium,1183,40.0
chr3,+,8419700,8419701,0.0,Random47,epithelium,1183,40.0
chr3,+,8419701,8419702,0.0,Random47,epithelium,1183,40.0
chr3,+,8419707,8419708,0.0,Random47,epithelium,1183,40.0
chr3,+,8419714,8419715,0.0,Random47,epithelium,1183,40.0
chr3,+,8419715,8419716,0.0,Random47,epithelium,1183,40.0
chr3,+,8419719,8419720,0.0,Random47,epithelium,1183,40.0
chr3,+,8419720,8419721,0.0,Random47,epithelium,1183,40.0
chr3,-,8419724,8419725,0.0,Random47,epithelium,1183,40.0
chr3,-,8419725,8419726,0.0,Random47,epithelium,1183,40.0
chr3,+,8419726,8419727,0.0,Random47,epithelium,1183,40.0
chr3,+,8419732,8419733,0.0,Random47,epithelium,1183,40.0
chr3,+,8419733,8419734,0.0,Random47,epithelium,1183,40.0
chr3,+,8419737,8419738,0.0,Random47,epithelium,1183,40.0
chr3,-,8419742,8419743,0.0,Random47,epithelium,1183,40.0
chr3,-,8419748,8419749,12.0,Random47,epithelium,1183,40.0
chr3,-,8419749,8419750,11.0,Random47,epithelium,1183,40.0
chr3,+,8419755,8419756,7.0,Random47,epithelium,1183,40.0
chr3,+,8419759,8419760,0.0,Random47,epithelium,1183,40.0
chr3,+,8419764,8419765,0.0,Random47,epithelium,1183,40.0
chr3,+,8419766,8419767,0.0,Random47,epithelium,1183,40.0
chr3,+,8419778,8419779,0.0,Random47,epithelium,1183,40.0
chr3,+,8419780,8419781,0.0,Random47,epithelium,1183,40.0
chr3,+,8419781,8419782,0.0,Random47,epithelium,1183,40.0
chr3,-,8419785,8419786,0.0,Random47,epithelium,1183,40.0
chr3,-,8419787,8419788,0.0,Random47,epithelium,1183,40.0
chr3,+,8419788,8419789,0.0,Random47,epithelium,1183,40.0
chr3,+,8419796,8419797,0.0,Random47,epithelium,1183,40.0
chr3,-,8419801,8419802,0.0,Random47,epithelium,1183,40.0
chr3,-,8419802,8419803,0.0,Random47,epithelium,1183,40.0
chr3,+,8419805,8419806,0.0,Random47,epithelium,1183,40.0
chr3,+,8419806,8419807,0.0,Random47,epithelium,1183,40.0
chr3,+,8419813,8419814,0.0,Random47,epithelium,1183,40.0
chr3,-,8419816,8419817,0.0,Random47,epithelium,1183,40.0
chr3,-,8419817,8419818,0.0,Random47,epithelium,1183,40.0
chr3,+,8419820,8419821,0.0,Random47,epithelium,1183,40.0
chr3,+,8419823,8419824,0.0,Random47,epithelium,1183,40.0
chr3,+,8419825,8419826,0.0,Random47,epithelium,1183,40.0
chr3,+,8419826,8419827,0.0,Random47,epithelium,1183,40.0
chr3,-,8419832,8419833,0.0,Random47,epithelium,1183,40.0
chr3,+,8419833,8419834,0.0,Random47,epithelium,1183,40.0
chr3,+,8419834,8419835,0.0,Random47,epithelium,1183,40.0
chr3,+,8419835,8419836,0.0,Random47,epithelium,1183,40.0
chr3,+,8419837,8419838,0.0,Random47,epithelium,1183,40.0
chr3,+,8419838,8419839,0.0,Random47,epithelium,1183,40.0
chr3,-,8419841,8419842,0.0,Random47,epithelium,1183,40.0
chr3,-,8419843,8419844,0.0,Random47,epithelium,1183,40.0
chr3,+,8419845,8419846,0.0,Random47,epithelium,1183,40.0
chr3,+,8419846,8419847,0.0,Random47,epithelium,1183,40.0
chr3,-,8419849,8419850,0.0,Random47,epithelium,1183,40.0
chr3,+,8419852,8419853,0.0,Random47,epithelium,1183,40.0
chr3,-,8419862,8419863,0.0,Random47,epithelium,1183,40.0
chr3,-,8419864,8419865,0.0,Random47,epithelium,1183,40.0
chr3,+,8419865,8419866,0.0,Random47,epithelium,1183,40.0
chr3,+,8419866,8419867,0.0,Random47,epithelium,1183,40.0
chr3,+,8419868,8419869,0.0,Random47,epithelium,1183,40.0
chr3,-,8419875,8419876,0.0,Random47,epithelium,1183,40.0
chr3,-,8419877,8419878,0.0,Random47,epithelium,1183,40.0
chr3,-,8419879,8419880,0.0,Random47,epithelium,1183,40.0
chr3,-,8419880,8419881,0.0,Random47,epithelium,1183,40.0
chr3,-,8419883,8419884,0.0,Random47,epithelium,1183,40.0
chr3,+,8419889,8419890,0.0,Random47,epithelium,1183,40.0
chr3,+,8419893,8419894,0.0,Random47,epithelium,1183,40.0
chr3,-,8419898,8419899,0.0,Random47,epithelium,1183,40.0
chr3,+,8419901,8419902,0.0,Random47,epithelium,1183,40.0
chr3,+,8419906,8419907,0.0,Random47,epithelium,1183,40.0
chr3,+,8419907,8419908,0.0,Random47,epithelium,1183,40.0
chr3,+,8419911,8419912,0.0,Random47,epithelium,1183,40.0
chr3,+,8419913,8419914,0.0,Random47,epithelium,1183,40.0
chr3,+,8419914,8419915,0.0,Random47,epithelium,1183,40.0
chr3,-,8419922,8419923,0.0,Random47,epithelium,1183,40.0
chr3,+,8419924,8419925,0.0,Random47,epithelium,1183,40.0
chr3,+,8419926,8419927,0.0,Random47,epithelium,1183,40.0
chr3,+,8419928,8419929,0.0,Random47,epithelium,1183,40.0
chr3,+,8419930,8419931,0.0,Random47,epithelium,1183,40.0
chr3,+,8419934,8419935,0.0,Random47,epithelium,1183,40.0
chr3,-,8419937,8419938,0.0,Random47,epithelium,1183,40.0
chr3,+,8419938,8419939,0.0,Random47,epithelium,1183,40.0
chr3,+,8419939,8419940,0.0,Random47,epithelium,1183,40.0
chr3,-,8419944,8419945,0.0,Random47,epithelium,1183,40.0
chr3,-,8419945,8419946,0.0,Random47,epithelium,1183,40.0
chr3,-,8419946,8419947,0.0,Random47,epithelium,1183,40.0
chr3,+,8419947,8419948,0.0,Random47,epithelium,1183,40.0
chr3,-,8419950,8419951,0.0,Random47,epithelium,1183,40.0
chr3,-,8419951,8419952,0.0,Random47,epithelium,1183,40.0
chr3,-,8419953,8419954,0.0,Random47,epithelium,1183,40.0
chr3,-,8419958,8419959,0.0,Random47,epithelium,1183,40.0
chr3,-,8419962,8419963,0.0,Random47,epithelium,1183,40.0
chr3,+,8419963,8419964,0.0,Random47,epithelium,1183,40.0
chr3,+,8419969,8419970,0.0,Random47,epithelium,1183,40.0
chr3,+,8419973,8419974,0.0,Random47,epithelium,1183,40.0
chr3,+,8419977,8419978,0.0,Random47,epithelium,1183,40.0
chr3,-,8419984,8419985,0.0,Random47,epithelium,1183,40.0
chr3,-,8419986,8419987,0.0,Random47,epithelium,1183,40.0
chr3,-,8419987,8419988,0.0,Random47,epithelium,1183,40.0
chr3,+,8419988,8419989,0.0,Random47,epithelium,1183,40.0
chr3,+,8419990,8419991,0.0,Random47,epithelium,1183,40.0
chr3,+,8419991,8419992,0.0,Random47,epithelium,1183,40.0
chr3,+,8419992,8419993,0.0,Random47,epithelium,1183,40.0
chr3,-,8419999,8420000,4.0,Random47,epithelium,1183,40.0
chr3,-,8420000,8420001,0.0,Random47,epithelium,1183,40.0
chr3,-,8420004,8420005,0.0,Random47,epithelium,1183,40.0
chr3,-,8420005,8420006,0.0,Random47,epithelium,1183,40.0
chr3,-,8420007,8420008,0.0,Random47,epithelium,1183,40.0
chr3,+,8420009,8420010,0.0,Random47,epithelium,1183,40.0
chr3,-,8420012,8420013,0.0,Random47,epithelium,1183,40.0
chr3,+,8420014,8420015,0.0,Random47,epithelium,1183,40.0
chr3,+,8420015,8420016,0.0,Random47,epithelium,1183,40.0
chr3,+,8420017,8420018,0.0,Random47,epithelium,1183,40.0
chr3,-,8420022,8420023,0.0,Random47,epithelium,1183,40.0
chr3,-,8420024,8420025,0.0,Random47,epithelium,1183,40.0
chr3,+,8420025,8420026,0.0,Random47,epithelium,1183,40.0
chr3,-,8420030,8420031,0.0,Random47,epithelium,1183,40.0
chr3,-,8420034,8420035,0.0,Random47,epithelium,1183,40.0
chr3,-,8420036,8420037,4.0,Random47,epithelium,1183,40.0
chr3,-,8420037,8420038,0.0,Random47,epithelium,1183,40.0
chr3,+,8420038,8420039,0.0,Random47,epithelium,1183,40.0
chr3,+,8420039,8420040,0.0,Random47,epithelium,1183,40.0
chr3,+,8420040,8420041,0.0,Random47,epithelium,1183,40.0
chr3,-,8420043,8420044,0.0,Random47,epithelium,1183,40.0
chr3,+,8420044,8420045,0.0,Random47,epithelium,1183,40.0
chr3,+,8420048,8420049,0.0,Random47,epithelium,1183,40.0
chr3,+,8420049,8420050,20.0,Random47,epithelium,1183,40.0
chr3,+,8420052,8420053,0.0,Random47,epithelium,1183,40.0
chr3,+,8420056,8420057,0.0,Random47,epithelium,1183,40.0
chr3,+,8420057,8420058,0.0,Random47,epithelium,1183,40.0
chr3,+,8420060,8420061,0.0,Random47,epithelium,1183,40.0
chr3,+,8420061,8420062,0.0,Random47,epithelium,1183,40.0
chr3,+,8420062,8420063,0.0,Random47,epithelium,1183,40.0
chr3,+,8420066,8420067,0.0,Random47,epithelium,1183,40.0
chr3,+,8420078,8420079,0.0,Random47,epithelium,1183,40.0
chr3,+,8420079,8420080,0.0,Random47,epithelium,1183,40.0
chr3,+,8420081,8420082,0.0,Random47,epithelium,1183,40.0
chr3,+,8420086,8420087,0.0,Random47,epithelium,1183,40.0
chr3,+,8420089,8420090,0.0,Random47,epithelium,1183,40.0
chr3,+,8420090,8420091,0.0,Random47,epithelium,1183,40.0
chr3,+,8420092,8420093,0.0,Random47,epithelium,1183,40.0
chr3,+,8420094,8420095,0.0,Random47,epithelium,1183,40.0
chr3,-,8420098,8420099,0.0,Random47,epithelium,1183,40.0
chr3,-,8420106,8420107,0.0,Random47,epithelium,1183,40.0
chr3,+,8420107,8420108,0.0,Random47,epithelium,1183,40.0
chr3,+,8420108,8420109,0.0,Random47,epithelium,1183,40.0
chr3,+,8420109,8420110,0.0,Random47,epithelium,1183,40.0
chr3,+,8420110,8420111,0.0,Random47,epithelium,1183,40.0
chr3,+,8420120,8420121,0.0,Random47,epithelium,1183,40.0
chr3,+,8420124,8420125,0.0,Random47,epithelium,1183,40.0
chr3,+,8420136,8420137,0.0,Random47,epithelium,1183,40.0
chr3,-,8420140,8420141,0.0,Random47,epithelium,1183,40.0
chr3,-,8420141,8420142,0.0,Random47,epithelium,1183,40.0
chr3,-,8420142,8420143,0.0,Random47,epithelium,1183,40.0
chr3,+,8420143,8420144,0.0,Random47,epithelium,1183,40.0
chr3,+,8420146,8420147,0.0,Random47,epithelium,1183,40.0
chr3,+,8420150,8420151,0.0,Random47,epithelium,1183,40.0
chr3,+,8420151,8420152,0.0,Random47,epithelium,1183,40.0
chr3,-,8420156,8420157,0.0,Random47,epithelium,1183,40.0
chr3,-,8420157,8420158,0.0,Random47,epithelium,1183,40.0
chr3,-,8420159,8420160,0.0,Random47,epithelium,1183,40.0
chr3,+,8420160,8420161,0.0,Random47,epithelium,1183,40.0
chr3,+,8420161,8420162,0.0,Random47,epithelium,1183,40.0
chr3,-,8420165,8420166,0.0,Random47,epithelium,1183,40.0
chr3,+,8420178,8420179,0.0,Random47,epithelium,1183,40.0
chr3,-,8420183,8420184,0.0,Random47,epithelium,1183,40.0
chr3,+,8420195,8420196,0.0,Random47,epithelium,1183,40.0
chr3,+,8420199,8420200,0.0,Random47,epithelium,1183,40.0
chr3,+,8420201,8420202,0.0,Random47,epithelium,1183,40.0
chr3,-,8420205,8420206,0.0,Random47,epithelium,1183,40.0
chr3,+,8420206,8420207,0.0,Random47,epithelium,1183,40.0
chr3,+,8420207,8420208,0.0,Random47,epithelium,1183,40.0
chr3,-,8420214,8420215,0.0,Random47,epithelium,1183,40.0
chr3,+,8420215,8420216,0.0,Random47,epithelium,1183,40.0
chr3,+,8420218,8420219,0.0,Random47,epithelium,1183,40.0
chr3,-,8420225,8420226,0.0,Random47,epithelium,1183,40.0
chr3,-,8420228,8420229,0.0,Random47,epithelium,1183,40.0
chr3,-,45689001,45689002,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689002,45689003,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689006,45689007,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,-,45689010,45689011,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,-,45689012,45689013,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689018,45689019,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689019,45689020,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,-,45689022,45689023,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689026,45689027,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,-,45689039,45689040,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689053,45689054,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689054,45689055,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,-,45689058,45689059,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689061,45689062,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689062,45689063,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,-,45689067,45689068,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689068,45689069,0.0,TRR-ACG2-3,epithelium,72,60.0
chr3,+,45689069,45689070,12.0,TRR-ACG2-3,epithelium,72,60.0
chr3,-,169577619,169577619,0.0,Random4,epithelium,1374,40.0
chr3,-,169577622,169577623,0.0,Random4,epithelium,1374,40.0
chr3,-,169577626,169577627,5.0,Random4,epithelium,1374,40.0
chr3,-,169577630,169577631,4.0,Random4,epithelium,1374,40.0
chr3,-,169577641,169577642,0.0,Random4,epithelium,1374,40.0
chr3,+,169577642,169577643,0.0,Random4,epithelium,1374,40.0
chr3,+,169577643,169577644,0.0,Random4,epithelium,1374,40.0
chr3,-,169577646,169577647,0.0,Random4,epithelium,1374,40.0
chr3,-,169577649,169577650,0.0,Random4,epithelium,1374,40.0
chr3,+,169577650,169577651,0.0,Random4,epithelium,1374,40.0
chr3,+,169577652,169577653,0.0,Random4,epithelium,1374,40.0
chr3,+,169577661,169577662,0.0,Random4,epithelium,1374,40.0
